"product_id","avg_price","avg_qty"
"furniture1","36.7492307692307692","13.0000000000000000"
"computers2","87.2345360410000000","18.3000000000000000"
"garden9","55.2612787582352941","21.9411764705882353"
"furniture3","36.7055742300000000","8.0833333333333333"
"health9","22.6237448561111111","15.6111111111111111"
"bed1","42.2119886362500000","8.9375000000000000"
"watches1","180.6274272470588235","11.4117647058823529"
"health2","326.9917582384615385","15.0000000000000000"
"garden2","54.8343137252941176","7.4705882352941176"
"watches3","77.9880952380000000","10.6666666666666667"
"bed3","92.1013636363636364","10.0909090909090909"
"watches5","213.8971595900000000","14.3000000000000000"
"consoles1","28.2416666666666667","11.8333333333333333"
"computers4","141.5760337388888889","18.9444444444444444"
"garden1","105.7644781127777778","8.2222222222222222"
"computers5","100.2437367025000000","15.8750000000000000"
"computers1","92.4821486546666667","9.2666666666666667"
"garden8","172.9248665642857143","8.4285714285714286"
"health1","84.9900000000000000","13.5555555555555556"
"watches7","305.6902958416666667","10.2500000000000000"
"perfumery2","123.8230097692307692","8.1538461538461538"
"computers3","143.4729642900000000","10.3000000000000000"
"garden7","54.9625000000000000","7.1875000000000000"
"health5","350.7443181800000000","7.8000000000000000"
"bed4","46.7254444440000000","13.1000000000000000"
"cool1","98.3625079360000000","8.0000000000000000"
"garden3","105.3745740744444444","7.8333333333333333"
"cool2","128.2159615384615385","9.1538461538461538"
"bed5","198.3817027200000000","30.8000000000000000"
"health4","29.9000000000000000","12.4545454545454545"
"perfumery1","54.8746153846153846","10.6153846153846154"
"health7","60.4938095240000000","11.5500000000000000"
"consoles2","25.5842857140000000","9.7000000000000000"
"garden5","94.5682072821428571","8.0714285714285714"
"watches8","184.5048801100000000","11.7000000000000000"
"garden10","55.0301753162500000","24.4375000000000000"
"garden4","54.2821965635714286","27.7142857142857143"
"health10","50.5414842285714286","22.1428571428571429"
"garden6","54.8929535781250000","30.2500000000000000"
"watches6","132.5304609357142857","23.0714285714285714"
"computers6","149.9568181875000000","34.2500000000000000"
"health3","117.3073076875000000","19.5000000000000000"
"bed2","86.7745360000000000","25.6315789473684211"
"furniture4","96.1569047620000000","10.1000000000000000"
"health6","64.9900000000000000","21.4285714285714286"
"cool5","98.6565000000000000","7.4615384615384615"
"cool4","158.7887280222222222","12.0000000000000000"
"furniture2","77.5098969538461538","40.5384615384615385"
"health8","86.8477310923529412","15.2352941176470588"
"watches2","144.7853180400000000","9.7333333333333333"
"watches4","106.2642857100000000","22.5000000000000000"
"cool3","42.0000000000000000","16.2857142857142857"
